variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
54,2.75,10.99,0,0,10.2,42.08,225.4,2,19.16,247.5,0,244.3,93,85,132,415,2,AR,1040,1
78,3.19,7.0,0,0,11.8,26.35,175.3,5,14.9,155.0,0,155.6,101,106,125,415,2,SC,1041,0
130,3.4,6.38,0,0,12.6,19.65,167.8,9,14.26,115.6,0,141.8,104,129,124,408,1,IN,1042,0
106,2.59,11.7,0,0,9.6,30.33,247.0,2,21.0,178.4,0,259.9,123,143,105,408,0,FL,1043,0
145,3.35,10.2,0,0,12.4,29.89,274.3,4,23.32,175.8,0,226.6,119,89,69,415,1,MA,1044,0
122,3.29,10.27,0,0,12.2,24.75,284.7,5,24.2,145.6,0,228.2,111,102,91,510,0,NY,1045,0
176,2.35,2.55,0,0,8.7,28.82,112.9,4,9.6,169.5,0,56.6,84,151,99,415,0,PA,1046,0
52,2.97,8.64,0,1,11.0,42.74,196.6,2,16.71,251.4,0,192.0,80,118,53,510,0,SD,1047,1
53,4.97,6.35,0,0,18.4,31.42,216.4,3,18.39,184.8,0,141.1,125,98,116,415,2,OR,1048,0
151,3.35,12.69,0,1,12.4,33.78,209.5,4,17.81,198.7,0,281.9,106,70,126,415,0,IL,1049,0
112,3.46,11.66,0,0,12.8,41.38,182.1,2,15.48,243.4,0,259.2,97,77,94,510,1,MI,1050,0
102,3.46,6.61,0,1,12.8,39.75,221.6,3,18.84,233.8,0,146.9,131,103,106,510,0,MA,1051,0
146,1.65,7.52,0,0,6.1,35.07,148.6,3,12.63,206.3,0,167.2,89,151,91,415,1,OK,1052,0
162,3.32,5.73,33,0,12.3,31.37,183.2,6,15.57,184.5,1,127.4,78,139,106,510,0,LA,1053,0
141,3.35,6.92,0,0,12.4,36.65,200.6,6,17.05,215.6,0,153.8,81,113,107,510,1,PA,1054,0
68,2.59,8.61,0,0,9.6,39.29,153.4,4,13.04,231.1,0,191.3,55,57,123,415,3,WV,1055,0
138,2.65,9.66,0,0,9.8,14.89,266.9,10,22.69,87.6,0,214.6,107,112,104,415,2,AZ,1056,0
132,3.11,9.27,0,0,11.5,28.88,209.4,2,17.8,169.9,0,206.1,121,107,79,408,1,NM,1057,0
68,2.94,8.62,0,0,10.9,35.29,251.6,6,21.39,207.6,0,191.6,123,68,100,415,2,KS,1058,0
117,1.84,8.12,23,0,6.8,33.68,177.0,6,15.05,198.1,1,180.5,86,86,92,415,1,MD,1059,0
16,2.94,9.9,0,0,10.9,34.95,169.5,3,14.41,205.6,0,220.1,93,69,64,510,0,VA,1060,0
62,2.46,10.84,0,0,9.1,29.38,204.8,8,17.41,172.8,0,240.8,97,101,90,408,2,VA,1061,0
59,1.35,12.3,0,0,5.0,27.35,251.2,5,21.35,160.9,0,273.4,65,95,97,415,3,TN,1062,0
106,3.11,8.59,0,0,11.5,33.12,213.4,7,18.14,194.8,0,190.8,73,133,92,510,0,WV,1063,0
78,2.57,11.76,0,0,9.5,39.27,230.4,3,19.58,231.0,0,261.4,140,115,120,415,1,NJ,1064,0
107,1.97,14.0,0,0,7.3,22.78,174.5,3,14.83,134.0,0,311.1,94,104,79,408,3,WI,1065,0
107,3.08,5.15,0,0,11.4,24.97,114.3,5,9.72,146.9,0,114.5,111,94,97,415,3,MO,1066,0
58,4.02,9.43,0,0,14.9,25.4,196.5,3,16.7,149.4,0,209.5,105,145,108,415,1,MO,1067,0
103,2.08,7.56,0,0,7.7,28.32,192.4,6,16.35,166.6,0,167.9,91,84,115,510,1,NC,1068,0
82,3.48,8.24,0,0,12.9,21.37,207.6,2,17.65,125.7,0,183.1,137,96,103,408,1,PA,1069,0
185,3.48,11.63,30,1,12.9,26.2,118.7,3,10.09,154.1,1,258.4,106,114,105,415,2,WY,1070,0
17,3.67,14.97,0,1,13.6,27.68,229.6,3,19.52,162.8,0,332.7,91,118,94,415,0,MA,1071,1
64,4.67,6.28,0,1,17.3,38.3,108.2,9,9.2,225.3,0,139.6,87,134,132,415,1,CT,1072,1
34,2.38,9.95,0,0,8.8,32.93,126.9,4,10.79,193.7,0,221.2,84,74,166,415,0,NE,1073,0
159,4.46,9.6,0,0,16.5,33.8,195.5,7,16.62,198.8,0,213.3,91,107,120,510,5,OK,1074,0
52,1.4,15.43,0,0,5.2,36.7,217.0,2,18.45,215.9,0,342.8,108,67,130,408,1,PA,1075,0
102,3.86,12.61,29,0,14.3,36.5,314.3,2,26.72,214.7,1,280.2,109,86,110,408,0,FL,1076,0
128,1.49,8.62,0,0,5.5,38.74,302.6,7,25.72,227.9,0,191.5,71,130,82,408,1,VT,1077,1
24,1.81,10.4,25,0,6.7,28.03,209.3,9,17.79,164.9,1,231.2,105,110,55,510,1,MN,1078,0
40,1.92,12.46,0,0,7.1,18.6,244.7,7,20.8,109.4,0,276.9,102,107,123,510,0,LA,1079,0
116,2.62,7.55,0,0,9.7,27.1,179.5,2,15.26,159.4,0,167.8,88,79,71,408,6,MD,1080,1
138,3.19,13.29,0,0,11.8,41.11,170.5,7,14.49,241.8,0,295.3,83,93,104,408,3,NJ,1081,0
54,3.97,4.59,0,0,14.7,22.83,155.5,4,13.22,134.3,0,102.1,100,73,68,408,3,MT,1082,0
86,2.43,10.81,28,0,9.0,37.67,288.4,2,24.51,221.6,1,240.3,100,74,105,415,1,MI,1083,0
67,2.94,4.1,0,0,10.9,18.55,142.3,5,12.1,109.1,0,91.2,76,134,86,510,2,WI,1084,0
64,2.19,11.13,33,1,8.1,21.62,162.9,13,13.85,127.2,1,247.4,104,93,109,510,0,NC,1085,0
46,3.19,10.2,0,0,11.8,26.59,185.5,3,15.77,156.4,0,226.7,98,105,96,408,1,MN,1086,0
82,3.65,6.39,0,0,13.5,33.61,127.6,3,10.85,197.7,0,142.1,83,101,103,415,1,LA,1087,0
119,2.0,9.49,0,0,7.4,39.36,266.9,10,22.69,231.5,0,211.0,97,82,118,415,1,KS,1088,0
185,2.03,11.92,31,0,7.5,32.27,163.3,3,13.88,189.8,1,264.8,133,126,126,510,1,GA,1089,0
155,2.32,8.25,0,0,8.6,12.1,304.4,4,25.87,71.2,0,183.3,119,90,103,510,0,GA,1090,0
123,2.35,11.26,0,0,8.7,29.27,162.6,4,13.82,172.2,0,250.3,76,92,101,415,1,WI,1091,0
37,1.84,5.31,0,0,6.8,37.57,204.5,3,17.38,221.0,0,118.0,110,126,98,415,4,TN,1092,0
44,2.75,8.66,0,0,10.2,48.98,258.0,4,21.93,288.1,0,192.4,92,112,90,510,3,GA,1093,1
120,3.11,7.26,43,0,11.5,30.24,175.1,4,14.88,177.9,1,161.3,70,117,117,510,1,NH,1094,0
121,2.73,8.85,31,0,10.1,40.31,205.6,5,17.48,237.1,1,196.7,117,63,85,408,4,OK,1095,0
94,1.59,6.6,0,0,5.9,30.11,194.0,4,16.49,177.1,0,146.7,112,112,108,510,1,WI,1096,0
101,3.94,11.25,0,0,14.6,35.12,224.9,3,19.12,206.6,0,249.9,117,105,100,415,0,PA,1097,0
139,3.02,7.57,0,1,11.2,27.46,192.9,13,16.4,161.5,0,168.3,137,121,96,415,0,VA,1098,0
108,2.51,9.28,0,0,9.3,28.83,264.1,4,22.45,169.6,0,206.3,87,99,78,510,0,DE,1099,0
129,2.75,6.53,0,0,10.2,23.43,225.8,6,19.19,137.8,0,145.2,110,120,95,415,1,IN,1100,1
64,3.81,5.49,0,0,14.1,36.3,166.6,3,14.16,213.5,0,122.0,114,93,78,510,3,OR,1101,0
158,2.81,8.79,0,0,10.4,34.34,163.5,6,13.9,202.0,0,195.4,86,126,84,408,1,LA,1102,0
99,1.62,11.9,0,0,6.0,43.25,159.3,5,13.54,254.4,0,264.4,92,120,94,415,1,DE,1103,0
85,3.11,7.14,30,0,11.5,29.43,247.2,5,21.01,173.1,1,158.7,101,107,104,408,1,AL,1104,0
159,3.29,11.66,0,0,12.2,19.52,192.6,5,16.37,114.8,0,259.0,101,98,108,510,0,OR,1105,0
149,2.38,11.89,0,0,8.8,31.89,201.4,1,17.12,187.6,0,264.2,81,83,79,408,1,OK,1106,0
70,1.81,7.69,0,0,6.7,33.54,305.8,6,25.99,197.3,0,171.0,81,91,105,415,1,HI,1107,0
45,2.86,7.34,0,0,10.6,27.17,120.4,3,10.23,159.8,0,163.0,86,91,93,510,2,IA,1108,0
147,2.86,9.4,0,0,10.6,26.37,239.7,4,20.37,155.1,0,208.8,93,117,133,415,0,FL,1109,0
100,2.4,9.32,29,0,8.9,36.31,175.9,3,14.95,213.6,1,207.2,82,127,100,415,1,AK,1110,0
51,3.24,8.87,0,0,12.0,28.78,139.5,3,11.86,169.3,0,197.0,69,111,87,408,0,WV,1111,0
105,2.62,12.15,15,0,9.7,14.98,175.9,1,14.95,88.1,1,269.9,142,125,85,510,2,IA,1112,0
104,3.51,11.91,0,0,13.0,22.19,131.2,6,11.15,130.5,0,264.7,117,77,63,415,0,KY,1113,0
106,3.35,8.61,0,0,12.4,35.8,249.2,1,21.18,210.6,0,191.4,85,96,88,510,2,TX,1114,1
130,3.4,9.18,26,0,12.6,43.72,224.3,4,19.07,257.2,1,204.0,122,108,118,510,1,MS,1115,0
51,2.24,11.08,28,0,8.3,47.04,203.7,3,17.31,276.7,1,246.2,99,121,88,510,0,MD,1116,0
111,1.73,11.07,0,0,6.4,32.52,138.5,3,11.77,191.3,0,246.0,94,80,107,510,2,UT,1117,0
96,2.65,11.68,18,0,9.8,29.36,133.4,3,11.34,172.7,1,259.5,113,86,70,510,1,WI,1118,0
91,2.67,10.83,24,1,9.9,15.9,183.4,3,15.59,93.5,1,240.7,128,112,133,510,0,FL,1119,0
42,2.19,8.57,32,0,8.1,27.85,177.8,5,15.11,163.8,1,190.4,123,80,106,415,0,NJ,1120,0
108,1.4,9.76,0,0,5.2,40.83,230.3,1,19.58,240.2,0,217.0,109,78,83,415,2,SD,1121,0
110,3.16,6.3,0,0,11.7,25.47,180.0,4,15.3,149.8,0,140.0,93,112,119,408,2,OR,1122,0
52,2.67,6.96,0,0,9.9,35.67,171.3,9,14.56,209.8,0,154.6,82,114,119,415,4,MD,1123,0
9,2.73,8.54,39,0,10.1,36.4,169.2,3,14.38,214.1,1,189.7,115,108,117,415,1,LA,1124,0
77,2.78,7.24,0,0,10.3,40.66,150.0,2,12.75,239.2,0,160.8,115,114,81,415,5,NV,1125,0
115,2.03,9.56,0,0,7.5,31.3,327.0,6,27.8,184.1,0,212.5,73,98,106,415,2,NV,1126,0
71,3.21,7.76,39,0,11.9,31.14,209.4,6,17.8,183.2,1,172.4,111,103,109,415,1,TX,1127,0
88,3.46,4.03,0,0,12.8,29.38,193.4,5,16.44,172.8,0,89.6,90,81,107,415,2,AZ,1128,0
144,3.29,9.41,33,0,12.2,42.77,197.6,3,16.8,251.6,1,209.2,118,87,97,415,2,ID,1129,0
100,3.24,11.49,0,1,12.0,37.3,225.7,4,19.18,219.4,0,255.3,102,112,95,408,4,VT,1130,0
132,3.75,10.84,0,0,13.9,36.48,251.7,2,21.39,214.6,0,240.8,98,78,88,408,0,NM,1131,0
125,2.38,10.49,0,0,8.8,24.34,88.1,7,7.49,143.2,0,233.2,94,80,135,510,4,MT,1132,1
100,3.02,6.77,0,0,11.2,27.25,221.3,2,18.81,160.3,0,150.4,92,138,120,415,0,AL,1133,0
120,2.43,7.49,24,0,9.0,38.68,234.9,13,19.97,227.5,1,166.4,71,81,128,415,1,WY,1134,0
16,2.84,7.73,0,0,10.5,29.7,280.8,8,23.87,174.7,0,171.7,122,83,80,415,5,WY,1135,0
124,3.24,10.19,30,0,12.0,24.57,262.3,7,22.3,144.5,1,226.5,101,35,82,415,2,MT,1136,0
119,3.02,7.23,0,0,11.2,37.88,163.2,6,13.87,222.8,0,160.6,107,122,112,510,1,KY,1137,0
48,2.13,7.15,0,0,7.9,46.78,180.2,2,15.32,275.2,0,159.0,108,67,110,408,1,WV,1138,0
185,3.27,5.0,0,0,12.1,9.45,288.7,3,24.54,55.6,0,111.2,83,97,110,408,2,FL,1139,0
44,2.05,9.71,0,0,7.6,24.34,169.8,4,14.43,143.2,0,215.8,114,77,77,510,1,NY,1140,0
161,3.62,9.22,0,0,13.4,32.62,70.9,4,6.03,191.9,0,204.8,87,113,107,415,4,WV,1141,1
50,3.67,8.73,31,0,13.6,51.46,240.5,14,20.44,302.7,1,193.9,119,93,103,408,3,TX,1142,0
90,2.84,13.25,0,0,10.5,24.75,197.1,4,16.75,145.6,0,294.5,137,103,83,415,0,MD,1143,0
79,1.43,4.34,0,0,5.3,25.87,177.2,3,15.06,152.2,0,96.4,132,112,87,408,1,AR,1144,0
109,1.59,9.38,0,0,5.9,26.32,287.7,9,24.45,154.8,0,208.4,109,82,80,510,3,MT,1145,0
80,2.13,11.39,0,0,7.9,21.13,173.0,9,14.71,124.3,0,253.2,107,100,62,415,1,AR,1146,0
126,3.11,7.07,0,0,11.5,20.81,143.8,3,12.22,122.4,0,157.0,111,88,106,510,1,DC,1147,0
57,2.24,9.61,25,0,8.3,30.06,195.0,4,16.58,176.8,1,213.5,75,94,116,408,0,OK,1148,0
81,3.59,6.32,0,0,13.3,22.08,230.1,3,19.56,129.9,0,140.5,105,121,123,415,0,UT,1149,0
94,2.81,11.34,0,0,10.4,18.36,241.9,3,20.56,108.0,0,252.1,152,79,92,415,3,NM,1150,0
88,3.19,7.71,0,0,11.8,36.65,216.2,1,18.38,215.6,0,171.3,85,115,65,415,3,SD,1151,0
74,3.24,10.68,0,0,12.0,30.16,240.3,3,20.43,177.4,0,237.3,104,136,133,408,0,WI,1152,0
177,2.16,9.76,0,0,8.0,38.73,161.8,5,13.75,227.8,0,217.0,97,81,106,408,1,WV,1153,0
87,3.7,8.25,0,0,13.7,31.37,172.0,3,14.62,184.5,0,183.4,103,81,96,510,3,SD,1154,0
11,2.7,12.77,24,0,10.0,22.36,230.2,3,19.57,131.5,1,283.7,111,98,87,408,2,VA,1155,0
65,3.24,10.15,31,0,12.0,47.99,152.0,4,12.92,282.3,1,225.5,89,70,93,408,1,SD,1156,0
50,2.86,14.06,24,0,10.6,36.43,289.8,4,24.63,214.3,1,312.5,55,129,130,408,1,GA,1157,0
69,1.49,10.96,0,0,5.5,31.5,219.1,5,18.62,185.3,0,243.6,88,91,107,408,0,IN,1158,0
79,2.46,9.54,17,0,9.1,28.54,243.7,2,20.71,167.9,1,211.9,93,114,114,415,1,IA,1159,0
106,3.29,11.7,0,0,12.2,36.36,151.9,5,12.91,213.9,0,260.1,70,95,124,510,3,MD,1160,0
61,2.84,11.31,20,0,10.5,43.25,161.7,4,13.74,254.4,1,251.4,96,133,91,415,0,AL,1161,0
103,3.19,8.27,34,0,11.8,23.6,142.0,7,12.07,138.8,1,183.8,108,80,77,415,1,DE,1162,0
36,2.75,9.09,0,0,10.2,34.41,230.7,2,19.61,202.4,0,202.0,115,115,127,415,3,MO,1163,0
53,1.94,8.04,18,0,7.2,24.96,310.0,7,26.35,146.8,1,178.7,84,107,130,408,0,RI,1164,0
108,4.1,6.3,0,0,15.2,33.88,224.2,2,19.06,199.3,0,140.1,92,104,57,415,0,IN,1165,0
72,3.24,9.45,0,0,12.0,28.2,235.9,5,20.05,165.9,0,210.1,97,114,120,415,2,MO,1166,0
124,3.78,11.18,0,0,14.0,43.1,117.9,2,10.02,253.5,0,248.5,123,104,104,415,0,AZ,1167,0
86,3.08,5.8,0,1,11.4,27.61,167.0,2,14.2,162.4,0,128.9,102,131,118,510,2,OK,1168,1
105,2.78,11.28,0,1,10.3,25.5,293.8,7,24.97,150.0,0,250.7,123,106,65,415,3,DE,1169,0
129,3.11,10.49,0,0,11.5,27.05,202.5,6,17.21,159.1,0,233.1,90,100,96,415,2,WV,1170,0
119,2.7,7.25,0,0,10.0,32.37,215.6,1,18.33,190.4,0,161.2,113,74,111,510,2,VT,1171,0
112,3.59,5.98,30,0,13.3,10.3,165.9,7,14.1,60.6,1,132.8,96,113,99,408,0,NY,1172,0
106,2.21,3.6,9,0,8.2,15.05,324.8,4,27.61,88.5,1,79.9,109,100,86,510,3,KY,1173,0
96,3.62,5.68,40,0,13.4,18.46,206.4,4,17.54,108.6,1,126.3,154,90,118,415,0,KY,1174,0
115,1.86,8.61,0,0,6.9,48.69,205.7,6,17.48,286.4,0,191.4,74,125,141,415,1,NV,1175,1
147,1.92,9.53,0,1,7.1,26.69,103.1,6,8.76,157.0,0,211.8,94,79,96,415,0,MO,1176,0
120,4.21,8.99,40,0,15.6,21.78,247.7,3,21.05,128.1,1,199.7,78,99,121,415,0,MD,1177,0
28,2.62,12.61,0,0,9.7,40.26,167.1,3,14.2,236.8,0,280.2,87,102,115,415,3,ME,1178,0
87,2.57,9.19,0,0,9.5,39.92,140.9,5,11.98,234.8,0,204.3,91,85,93,510,1,IN,1179,0
97,3.21,8.73,0,0,11.9,20.54,169.8,3,14.43,120.8,0,194.1,101,96,63,510,4,ME,1180,1
180,2.38,7.87,0,0,8.8,24.4,189.3,5,16.09,143.5,0,174.9,111,121,82,415,3,OK,1181,0
58,3.11,7.84,22,0,11.5,38.1,238.8,7,20.3,224.1,1,174.2,85,127,86,415,2,IN,1182,0
80,1.94,9.46,0,1,7.2,47.01,195.6,3,16.63,276.5,0,210.3,79,122,78,415,1,TN,1183,1
96,4.02,8.05,0,0,14.9,18.12,284.8,7,24.21,106.6,0,178.9,87,128,92,415,1,OH,1184,0
89,2.35,10.09,32,0,8.7,35.68,249.8,7,21.23,209.9,1,224.2,104,113,92,415,1,VA,1185,0
90,3.08,6.44,0,0,11.4,10.42,194.4,9,16.52,61.3,0,143.1,94,91,80,408,1,WI,1186,0
84,2.0,11.72,38,0,7.4,32.81,153.6,5,13.06,193.0,1,260.4,106,106,87,408,2,ND,1187,0
107,3.43,8.02,0,0,12.7,33.07,186.3,1,15.84,194.5,0,178.3,131,97,106,510,2,GA,1188,0
161,2.11,10.87,0,0,7.8,54.79,230.4,5,19.58,322.3,0,241.5,135,100,104,415,2,NC,1189,1
124,2.03,11.34,28,0,7.5,42.74,225.1,5,19.13,251.4,1,251.9,89,104,121,415,1,FL,1190,0
33,3.75,12.56,29,0,13.9,26.76,117.9,11,10.02,157.4,1,279.2,80,99,79,415,4,OR,1191,1
112,2.78,8.73,23,0,10.3,48.72,315.3,6,26.8,286.6,1,193.9,102,79,101,415,1,NY,1192,0
143,1.22,9.14,0,0,4.5,37.96,167.1,4,14.2,223.3,0,203.0,128,99,84,415,0,OH,1193,1
58,3.19,8.15,0,0,11.8,40.61,187.2,3,15.91,238.9,0,181.1,88,107,84,415,2,AR,1194,0
31,3.11,10.87,28,0,11.5,35.79,250.5,2,21.29,210.5,1,241.6,86,101,125,415,1,IL,1195,0
149,2.08,6.96,0,0,7.7,33.37,136.8,3,11.63,196.3,0,154.7,96,108,87,408,2,OH,1196,0
115,4.13,6.83,0,1,15.3,42.48,242.5,6,20.61,249.9,0,151.7,104,95,121,510,1,WV,1197,1
80,1.97,6.2,0,0,7.3,17.19,263.2,5,22.37,101.1,0,137.7,110,121,74,510,0,WY,1198,0
127,3.11,8.78,0,0,11.5,34.36,229.4,3,19.5,202.1,0,195.2,86,103,113,415,2,MI,1199,0
75,2.3,10.59,0,0,8.5,51.87,188.0,5,15.98,305.1,0,235.4,115,106,116,415,0,TX,1200,1
170,2.35,11.7,0,0,8.7,48.57,167.5,4,14.24,285.7,0,260.0,144,44,97,415,1,UT,1201,1
105,2.35,9.13,0,0,8.7,47.82,301.5,3,25.63,281.3,0,202.8,96,124,109,415,0,HI,1202,1
136,2.89,11.17,0,0,10.7,42.91,167.9,3,14.27,252.4,0,248.3,81,74,110,415,2,MD,1203,0
127,2.08,8.2,0,1,7.7,30.07,167.9,2,14.27,176.9,0,182.2,100,110,138,408,1,MA,1204,1
130,3.27,5.96,0,0,12.1,34.66,191.8,4,16.3,203.9,0,132.5,93,63,125,510,3,MS,1205,0
165,4.32,12.04,33,0,16.0,18.97,213.3,3,18.13,111.6,1,267.6,111,140,115,415,0,OR,1206,0
113,2.35,7.15,0,0,8.7,31.89,208.2,6,17.7,187.6,0,158.9,118,97,101,415,2,CA,1207,0
139,3.0,9.55,0,0,11.1,40.22,169.9,2,14.44,236.6,0,212.3,107,109,118,510,1,NY,1208,1
88,3.19,10.77,0,0,11.8,34.37,216.8,2,18.43,202.2,0,239.4,93,86,99,415,2,NH,1209,0
103,2.4,8.83,31,0,8.9,18.31,188.9,3,16.06,107.7,1,196.2,104,124,98,510,0,DC,1210,0
118,2.57,5.36,23,0,9.5,49.22,166.6,4,14.16,289.5,1,119.1,111,52,88,408,1,OK,1211,0
100,1.92,7.66,0,0,7.1,19.7,111.3,4,9.46,115.9,0,170.2,56,87,77,510,1,SC,1212,0
112,2.89,6.03,0,1,10.7,27.52,200.9,4,17.08,161.9,0,134.0,114,138,134,415,1,WV,1213,0
177,3.83,10.17,0,0,14.2,32.22,176.3,2,14.99,189.5,0,225.9,117,99,112,408,1,ND,1214,0
38,2.48,6.21,0,0,9.2,29.87,211.8,3,18.0,175.7,0,137.9,97,109,109,510,5,MN,1215,1
123,4.02,11.61,0,0,14.9,17.85,251.6,5,21.39,105.0,0,258.0,90,150,93,408,0,OH,1216,0
40,2.03,5.41,31,0,7.5,38.2,134.5,5,11.43,224.7,1,120.3,81,69,104,408,1,MA,1217,1
115,2.97,11.8,0,0,11.0,35.8,153.1,5,13.01,210.6,0,262.2,84,120,79,415,0,AK,1218,0
148,2.94,11.51,36,0,10.9,13.19,207.0,2,17.6,77.6,1,255.7,60,141,115,415,1,TN,1219,0
102,2.73,8.57,0,0,10.1,26.86,207.9,10,17.67,158.0,0,190.4,100,94,120,408,0,AZ,1220,0
127,2.7,7.17,0,0,10.0,38.13,185.7,1,15.78,224.3,0,159.4,103,112,83,510,2,WV,1221,0
116,1.89,9.58,27,0,7.0,34.8,209.4,2,17.8,204.7,1,212.9,91,118,67,415,2,OH,1222,0
96,3.05,8.07,27,0,11.3,44.42,220.9,2,18.78,261.3,1,179.4,101,96,97,415,1,MN,1223,0
101,2.62,6.94,0,0,9.7,43.04,237.9,7,20.22,253.2,0,154.3,114,89,85,415,4,HI,1224,0
107,3.7,11.45,26,0,13.7,27.47,195.5,3,16.62,161.6,1,254.4,103,123,103,415,1,OH,1225,0
137,3.32,10.04,0,1,12.3,22.97,134.1,2,11.4,135.1,0,223.1,102,95,81,415,2,NV,1226,1
80,1.73,4.23,0,0,6.4,33.59,164.5,6,13.98,197.6,0,94.0,86,83,98,415,1,OH,1227,0
96,2.65,9.56,0,0,9.8,25.5,218.5,1,18.57,150.0,0,212.4,116,122,89,510,3,NJ,1228,0
78,3.19,12.89,0,0,11.8,23.66,191.4,3,16.27,139.2,0,286.5,113,140,125,408,3,DE,1229,0
155,3.02,4.34,0,1,11.2,27.73,291.7,3,24.79,163.1,0,96.4,108,94,111,408,0,RI,1230,0
118,2.13,9.36,0,0,7.9,23.87,187.1,1,15.9,140.4,0,207.9,60,112,155,415,0,ID,1231,0
146,3.4,10.27,0,0,12.6,18.53,265.8,2,22.59,109.0,0,228.3,98,69,80,408,1,WY,1232,0
155,2.4,3.61,0,0,8.9,28.12,183.7,4,15.61,165.4,0,80.2,103,108,108,510,3,CT,1233,0
42,1.57,6.62,0,0,5.8,51.66,232.2,3,19.74,303.9,0,147.1,54,106,76,415,1,NV,1234,1
149,2.75,6.75,20,0,10.2,25.13,276.8,6,23.53,147.8,1,149.9,94,132,110,415,0,SC,1235,0
90,3.35,12.7,0,0,12.4,37.74,187.0,6,15.9,222.0,0,282.3,103,93,124,408,2,VA,1236,0
114,2.0,8.07,0,0,7.4,28.83,58.9,8,5.01,169.6,0,179.3,86,85,124,415,1,NH,1237,0
93,2.35,13.66,0,0,8.7,55.78,151.7,3,12.89,328.1,0,303.5,89,106,114,510,1,SD,1238,1
55,4.62,11.16,0,0,17.1,32.13,118.5,6,10.07,189.0,0,248.1,99,100,87,510,0,MO,1239,0
94,1.78,12.95,0,0,6.6,30.86,199.9,5,16.99,181.5,0,287.7,88,98,114,415,1,MN,1240,0
109,2.94,11.97,0,0,10.9,37.77,218.5,5,18.57,222.2,0,266.0,122,113,88,408,1,VT,1241,0
128,3.86,13.42,0,0,14.3,33.88,194.8,2,16.56,199.3,0,298.2,102,86,82,510,4,CO,1242,0
73,2.92,10.85,0,0,10.8,36.43,268.5,13,22.82,214.3,0,241.2,135,145,92,415,1,NM,1243,0
108,3.94,5.81,0,0,14.6,30.31,189.0,5,16.07,178.3,0,129.1,76,137,102,415,0,MA,1244,0
41,2.75,9.78,0,0,10.2,40.43,223.5,6,19.0,237.8,0,217.4,155,92,90,408,2,SC,1245,0
109,2.43,10.11,29,0,9.0,18.9,263.5,6,22.4,111.2,1,224.7,98,90,128,415,6,AR,1246,1
149,2.62,8.47,0,0,9.7,29.82,197.4,2,16.78,175.4,0,188.2,127,80,102,408,2,ND,1247,0
134,2.92,13.05,40,0,10.8,24.29,88.6,6,7.53,142.9,1,290.0,61,105,96,415,1,AZ,1248,0
195,3.27,9.08,36,0,12.1,39.39,225.1,2,19.13,231.7,1,201.7,88,110,89,415,0,VT,1249,0
138,2.89,8.01,28,1,10.7,35.9,312.5,2,26.56,211.2,1,178.0,98,117,118,415,3,OR,1250,1
129,3.54,5.82,0,0,13.1,23.72,289.3,8,24.59,139.5,0,129.4,105,119,97,415,0,RI,1251,0
111,3.24,8.32,0,0,12.0,20.93,213.9,2,18.18,123.1,0,184.9,84,88,88,510,5,MD,1252,1
94,4.13,8.57,0,0,15.3,33.0,227.2,4,19.31,194.1,0,190.4,54,62,115,510,1,OH,1253,0
121,2.38,8.9,0,0,8.8,43.37,266.9,3,22.69,255.1,0,197.7,97,93,118,510,3,WA,1254,1
89,2.03,17.19,29,0,7.5,27.8,274.8,5,23.36,163.5,1,381.9,136,80,147,415,2,NE,1255,0
48,2.4,5.23,0,0,8.9,21.79,48.1,3,4.09,128.2,0,116.3,78,71,80,510,0,IL,1256,0
121,2.84,7.18,0,0,10.5,22.8,195.1,2,16.58,134.1,0,159.6,104,112,139,415,2,VA,1257,0
79,2.54,10.42,0,0,9.4,26.79,194.1,10,16.5,157.6,0,231.5,92,85,86,510,5,CA,1258,1
72,3.43,8.35,0,0,12.7,46.31,107.9,2,9.17,272.4,0,185.5,125,88,81,510,0,AZ,1259,0
52,2.21,7.74,38,0,8.2,28.78,225.9,3,19.2,169.3,1,172.0,97,88,86,510,0,OK,1260,0
141,1.81,9.43,32,0,6.7,54.81,283.2,3,24.07,322.4,1,209.5,107,92,111,415,1,NH,1261,1
81,2.35,9.58,0,0,8.7,34.6,289.6,3,24.62,203.5,0,212.9,69,89,71,510,3,IA,1262,0
137,2.89,9.21,0,0,10.7,39.13,220.4,7,18.73,230.2,0,204.7,79,113,111,415,4,KS,1263,0
115,3.0,8.9,0,0,11.1,24.94,106.2,4,9.03,146.7,0,197.7,74,128,104,408,2,IN,1264,0
74,2.94,9.09,35,0,10.9,26.2,123.4,9,10.49,154.1,1,202.1,84,104,57,415,2,KY,1265,0
104,3.54,10.02,0,0,13.1,26.55,193.0,5,16.41,156.2,0,222.7,54,93,94,415,1,NY,1266,0
57,3.21,10.43,0,0,11.9,25.38,200.2,3,17.02,149.3,0,231.7,110,100,101,510,2,TN,1267,0
114,2.78,9.38,34,0,10.3,26.25,221.4,5,18.82,154.4,1,208.5,142,109,103,415,0,MS,1268,0
177,3.05,8.64,0,1,11.3,42.28,172.3,2,14.65,248.7,0,191.9,73,118,87,415,1,AK,1269,1
146,2.0,13.21,23,0,7.4,25.43,239.8,4,20.38,149.6,1,293.5,124,96,135,408,2,CT,1270,0
